draw,ev,natl,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1899,363,0.534773,0.484922,0.433788,0.398346,0.497567,0.653932,0.562841,0.62527,0.923343,0.628922,0.515975,0.518423,0.715029,0.513209,0.379353,0.572056,0.420729,0.419115,0.399584,0.448136,0.690136,0.654904,0.597708,0.509942,0.549018,0.471198,0.404283,0.45018,0.505692,0.388478,0.443447,0.54475,0.608428,0.549438,0.548923,0.630631,0.5004,0.365492,0.619518,0.530022,0.677027,0.44986,0.454934,0.421359,0.480826,0.438079,0.566727,0.688766,0.566389,0.532538,0.286506,0.349146
1900,334,0.547836,0.394198,0.433343,0.424596,0.535436,0.629471,0.553238,0.66651,0.931253,0.626145,0.517118,0.484374,0.661455,0.482422,0.355173,0.600668,0.448229,0.449015,0.387317,0.446592,0.722129,0.644049,0.583526,0.551534,0.530336,0.452663,0.448985,0.432408,0.545326,0.370304,0.459316,0.512331,0.654342,0.53894,0.529343,0.669812,0.442056,0.418616,0.538696,0.516456,0.676101,0.489437,0.429317,0.433147,0.448589,0.394214,0.536974,0.684576,0.59506,0.533962,0.337179,0.312237
1901,269,0.525254,0.414093,0.406571,0.400599,0.445013,0.624166,0.539569,0.621322,0.911719,0.661207,0.478447,0.467517,0.682239,0.44967,0.336967,0.569958,0.438544,0.417228,0.439669,0.374769,0.667647,0.648881,0.552413,0.527435,0.509434,0.431378,0.47332,0.405378,0.466128,0.369743,0.467698,0.583708,0.601193,0.500636,0.524937,0.628685,0.496366,0.369788,0.57507,0.531356,0.647074,0.45442,0.410723,0.421147,0.464237,0.445906,0.538218,0.701671,0.572508,0.497528,0.3601,0.354063
1902,297,0.529496,0.421065,0.401262,0.414415,0.48225,0.637014,0.560135,0.632555,0.91058,0.668863,0.489767,0.480882,0.673826,0.469442,0.353801,0.56424,0.460974,0.432697,0.449987,0.4046,0.646423,0.655215,0.559351,0.514785,0.511262,0.459702,0.484887,0.403926,0.472761,0.370634,0.466589,0.586793,0.575938,0.523978,0.51295,0.621778,0.509449,0.389235,0.583866,0.521633,0.631186,0.448395,0.421444,0.436127,0.464182,0.424614,0.541017,0.690425,0.594265,0.514571,0.353909,0.356301
1903,342,0.568525,0.48223,0.471572,0.440917,0.566332,0.678465,0.607063,0.64286,0.936487,0.638676,0.495678,0.518,0.690889,0.557757,0.365808,0.630615,0.470857,0.51389,0.394355,0.476412,0.709561,0.67593,0.549825,0.572023,0.611635,0.490502,0.429251,0.471881,0.539542,0.418197,0.460722,0.524925,0.66111,0.549594,0.553678,0.675122,0.492104,0.458489,0.598301,0.567686,0.660569,0.549219,0.458286,0.449155,0.498989,0.451378,0.563402,0.688362,0.615759,0.581966,0.328996,0.311498
1904,412,0.57855,0.501799,0.490973,0.464288,0.582512,0.672617,0.61248,0.648152,0.938592,0.64682,0.523747,0.524114,0.705516,0.564639,0.368757,0.628917,0.46904,0.53078,0.419709,0.493638,0.703521,0.680968,0.56026,0.561362,0.607789,0.487842,0.426593,0.484278,0.540145,0.446811,0.452983,0.542222,0.648554,0.550745,0.565051,0.686197,0.491581,0.445643,0.604534,0.572275,0.646409,0.544621,0.456837,0.444063,0.502146,0.45511,0.565828,0.686109,0.617524,0.571465,0.343784,0.334122
1905,424,0.570925,0.511458,0.482549,0.443667,0.595649,0.687661,0.624135,0.637102,0.949497,0.663374,0.54207,0.480473,0.714401,0.571333,0.376322,0.652046,0.478522,0.531737,0.453979,0.491683,0.733636,0.688894,0.579969,0.581045,0.592867,0.501724,0.460477,0.485167,0.52402,0.448423,0.456417,0.547628,0.666453,0.572985,0.554748,0.695946,0.516067,0.457225,0.620286,0.606314,0.683257,0.561355,0.443266,0.465453,0.506676,0.434864,0.549355,0.714041,0.629186,0.561903,0.379012,0.349795
1906,448,0.585365,0.484195,0.487123,0.410994,0.52714,0.675945,0.611588,0.645342,0.930975,0.665294,0.504917,0.576749,0.70185,0.541911,0.401942,0.613395,0.550398,0.521928,0.448905,0.471115,0.737947,0.698533,0.613082,0.595169,0.602362,0.534555,0.487461,0.492801,0.552465,0.431258,0.433914,0.620025,0.622066,0.570798,0.569097,0.683914,0.548968,0.449933,0.631521,0.555868,0.657856,0.561362,0.463534,0.434694,0.555467,0.454685,0.598583,0.652516,0.644939,0.585944,0.374637,0.371492
1907,330,0.535494,0.447218,0.430497,0.431139,0.547989,0.626982,0.562958,0.67494,0.923582,0.655221,0.532573,0.511953,0.7071,0.481098,0.451231,0.579143,0.416661,0.409833,0.446181,0.459179,0.657652,0.678463,0.564829,0.499303,0.517748,0.434166,0.420497,0.433271,0.514934,0.369633,0.457996,0.499286,0.640899,0.542659,0.527693,0.667837,0.476636,0.391489,0.618184,0.546726,0.666893,0.455191,0.43078,0.451339,0.463968,0.42767,0.570971,0.702949,0.585449,0.520994,0.3631,0.298703
1908,300,0.553698,0.465156,0.415101,0.381567,0.491592,0.675819,0.581223,0.57354,0.921183,0.63586,0.482634,0.499731,0.668156,0.521364,0.323545,0.614243,0.480441,0.478063,0.39545,0.444921,0.716741,0.639874,0.569548,0.582033,0.57978,0.467811,0.426442,0.43273,0.522718,0.392553,0.429388,0.607083,0.59352799999999994,0.540836,0.55602,0.642135,0.491881,0.420648,0.573731,0.543344,0.652823,0.490342,0.425436,0.413541,0.499821,0.41495,0.574978,0.645936,0.619134,0.5549,0.32908,0.343547
1909,428,0.538668,0.493085,0.387907,0.419543,0.494088,0.684158,0.604651,0.615438,0.911348,0.668389,0.505156,0.547187,0.715879,0.528301,0.396891,0.558054,0.526931,0.517322,0.432753,0.465088,0.702036,0.698353,0.555378,0.570395,0.569322,0.522484,0.439261,0.460402,0.531562,0.432308,0.449444,0.620828,0.572973,0.575408,0.560191,0.656407,0.500557,0.459326,0.580729,0.54415,0.663592,0.475293,0.433939,0.41449,0.521625,0.449544,0.583628,0.683945,0.64955,0.594511,0.385754,0.345802
1910,355,0.547148,0.459634,0.446259,0.459493,0.547188,0.645521,0.598168,0.62497,0.926455,0.676738,0.514829,0.547506,0.69917,0.492647,0.433031,0.607655,0.457252,0.443459,0.445077,0.429664,0.681294,0.670613,0.552358,0.543742,0.556427,0.465226,0.456441,0.445001,0.537676,0.38471,0.510151,0.546398,0.644745,0.544964,0.539876,0.666105,0.463589,0.370383,0.593278,0.566894,0.662323,0.49627,0.42051,0.418331,0.447887,0.442707,0.607697,0.663111,0.643513,0.547047,0.344586,0.318425
1911,300,0.545343,0.444519,0.413189,0.359229,0.516537,0.643771,0.555732,0.619638,0.919955,0.635987,0.494642,0.428275,0.65741,0.492171,0.381952,0.557936,0.443854,0.446042,0.390662,0.463049,0.665713,0.647861,0.529497,0.487996,0.523278,0.423488,0.410013,0.399859,0.491789,0.355263,0.384174,0.561764,0.601546,0.543015,0.506911,0.631375,0.504302,0.373802,0.608059,0.498733,0.615476,0.439356,0.395696,0.425406,0.501832,0.4133,0.538216,0.675988,0.587568,0.48129,0.353359,0.33916
1912,396,0.553965,0.439238,0.415565,0.40715,0.503655,0.660416,0.568396,0.662082,0.928423,0.667837,0.526814,0.473007,0.679684,0.53821,0.395469,0.620066,0.485545,0.455553,0.424795,0.497819,0.705895,0.707937,0.566309,0.555334,0.560058,0.416253,0.428724,0.449768,0.526195,0.367991,0.423755,0.558346,0.620265,0.555327,0.508149,0.640693,0.529465,0.390983,0.645623,0.537622,0.615791,0.463777,0.434509,0.437461,0.50343,0.393451,0.574131,0.698706,0.600047,0.564465,0.37392,0.317077
1913,369,0.562032,0.474217,0.417535,0.399876,0.545985,0.667408,0.567498,0.645372,0.921395,0.671692,0.533528,0.48256,0.682521,0.536137,0.407159,0.610369,0.51526400000000006,0.463761,0.43913,0.472225,0.697198,0.649264,0.562291,0.521488,0.565258,0.442564,0.414468,0.451637,0.542596,0.403723,0.441092,0.577518,0.618822,0.561502,0.550513,0.639747,0.529777,0.416755,0.618786,0.52421,0.598291,0.487509,0.483716,0.444564,0.488691,0.431633,0.57531,0.701823,0.605972,0.578631,0.379794,0.346121
1914,397,0.5894,0.493037,0.442338,0.4274,0.555396,0.694428,0.587299,0.653874,0.932347,0.689387,0.544299,0.519376,0.674365,0.531689,0.418745,0.626369,0.525201,0.481544,0.42054,0.445741,0.734116,0.636895,0.563019,0.561058,0.595666,0.474797,0.429534,0.479581,0.547721,0.425105,0.468695,0.609079,0.640269,0.545334,0.571228,0.661399,0.551156,0.408357,0.636372,0.562179,0.66021,0.50507,0.508819,0.445117,0.459988,0.497164,0.571622,0.66895,0.62079,0.583875,0.348452,0.359858
1915,365,0.556791,0.454367,0.416287,0.456883,0.529896,0.662021,0.598241,0.645546,0.930142,0.683076,0.519691,0.511264,0.709265,0.526015,0.358422,0.619161,0.456479,0.438642,0.400057,0.43024,0.7183,0.640627,0.556392,0.576584,0.568608,0.427142,0.417069,0.449426,0.516915,0.365162,0.455687,0.558837,0.677884,0.555525,0.539329,0.659866,0.490451,0.410448,0.61739,0.534852,0.662885,0.517883,0.424212,0.404923,0.476973,0.409381,0.58699,0.688096,0.623811,0.534114,0.341459,0.319291
1916,318,0.526701,0.427444,0.418012,0.369647,0.506913,0.644604,0.543016,0.609812,0.905248,0.604183,0.509813,0.498368,0.679883,0.475274,0.391777,0.563708,0.418043,0.433075,0.442259,0.43004,0.666631,0.649456,0.55308,0.482133,0.525381,0.443258,0.442247,0.455932,0.525113,0.393643,0.381252,0.549114,0.550771,0.532947,0.518247,0.656688,0.487939,0.383644,0.563021,0.519787,0.650979,0.432198,0.405017,0.425642,0.49105,0.411676,0.513648,0.6737,0.599431,0.529347,0.321783,0.324367
1917,304,0.550658,0.460203,0.370592,0.325304,0.523106,0.686933,0.533917,0.615199,0.908906,0.612113,0.501263,0.471896,0.699895,0.447161,0.328213,0.59611,0.424251,0.471741,0.407397,0.443508,0.654061,0.681874,0.541218,0.529592,0.54553,0.446078,0.410809,0.459252,0.536536,0.399433,0.407655,0.528384,0.597486,0.541514,0.518506,0.65479,0.486347,0.351463,0.60587,0.481847,0.642384,0.429243,0.399721,0.389247,0.447984,0.392424,0.552397,0.666916,0.628814,0.499241,0.340661,0.319058
1918,383,0.544475,0.395063,0.394479,0.407333,0.537281,0.661137,0.581569,0.57856,0.914698,0.655047,0.481852,0.54272,0.671613,0.500267,0.371582,0.580886,0.482426,0.461848,0.387583,0.420606,0.669166,0.645318,0.589483,0.548265,0.561111,0.483176,0.407089,0.439457,0.520827,0.375747,0.46492,0.551116,0.597191,0.563947,0.541338,0.661271,0.501512,0.402515,0.601762,0.546614,0.628406,0.471841,0.392522,0.40915,0.514012,0.42449,0.544173,0.685692,0.630339,0.530146,0.338816,0.381206
1919,359,0.534943,0.40986,0.406357,0.401482,0.550976,0.684476,0.588433,0.584358,0.907504,0.644478,0.498064,0.538205,0.701637,0.475496,0.390307,0.599194,0.45527,0.453276,0.389593,0.428002,0.664836,0.652601,0.572874,0.547471,0.556191,0.48817,0.433412,0.431324,0.518568,0.376477,0.431744,0.563025,0.615697,0.571059,0.543077,0.669443,0.481979,0.42427,0.649251,0.545797,0.636118,0.466185,0.378543,0.405732,0.500286,0.403307,0.561957,0.685121,0.626743,0.530054,0.342514,0.387104
1920,254,0.508845,0.381251,0.336993,0.339998,0.501306,0.643356,0.539547,0.548513,0.900921,0.598724,0.472571,0.488056,0.69398,0.442681,0.327452,0.5687,0.391573,0.417037,0.339034,0.388114,0.640793,0.665515,0.576819,0.490297,0.498409,0.447881,0.357556,0.425288,0.460348,0.363389,0.407902,0.507161,0.604697,0.52241,0.507736,0.64726,0.470107,0.397228,0.569608,0.528834,0.62581,0.431792,0.368179,0.384025,0.454707,0.39079,0.546175,0.669644,0.592467,0.492807,0.319534,0.372876
1921,273,0.526777,0.449282,0.445064,0.37415,0.480345,0.627004,0.525087,0.613376,0.907957,0.623064,0.494003,0.497225,0.683912,0.4652,0.347479,0.576909,0.442543,0.431128,0.383581,0.438497,0.657116,0.657613,0.546675,0.515348,0.524848,0.438719,0.395224,0.454964,0.498089,0.344035,0.447334,0.535006,0.616018,0.519038,0.486802,0.63929,0.434553,0.377902,0.562241,0.507945,0.653393,0.454446,0.40297,0.399418,0.444114,0.406917,0.566822,0.685688,0.595027,0.502925,0.358259,0.314052
1922,435,0.574782,0.535034,0.485026,0.477302,0.585031,0.697206,0.652079,0.662592,0.935632,0.694306,0.54522,0.567448,0.708083,0.549418,0.444761,0.615258,0.550837,0.495778,0.495201,0.464127,0.715335,0.702237,0.624663,0.593652,0.598881,0.477383,0.486398,0.460633,0.554245,0.432229,0.474497,0.598332,0.621412,0.617546,0.605171,0.727961,0.548845,0.452847,0.670405,0.556607,0.705006,0.504906,0.478445,0.468181,0.550569,0.459255,0.591433,0.755132,0.665667,0.580501,0.380671,0.35491
1923,409,0.566347,0.510995,0.416473,0.446545,0.514573,0.699227,0.602236,0.655863,0.9254,0.644454,0.55566,0.537182,0.691577,0.484847,0.444517,0.589784,0.420813,0.430767,0.488009,0.47402300000000003,0.708717,0.697152,0.581423,0.512956,0.557229,0.462495,0.434253,0.459653,0.566543,0.400861,0.458441,0.547572,0.628361,0.565038,0.5462,0.666109,0.509107,0.364254,0.642487,0.552515,0.647497,0.468217,0.442608,0.437872,0.51209,0.445318,0.549562,0.689138,0.597435,0.52223,0.36056,0.349474
1924,406,0.574457,0.494509,0.406187,0.418778,0.516462,0.703062,0.601029,0.634758,0.922457,0.652041,0.547454,0.520212,0.68533,0.482871,0.450053,0.612881,0.438874,0.437096,0.457359,0.465067,0.707615,0.683541,0.55834,0.527842,0.563054,0.471304,0.439642,0.442523,0.549709,0.401533,0.463431,0.562026,0.641956,0.558772,0.545571,0.667648,0.513574,0.380772,0.658386,0.543497,0.650992,0.454445,0.452253,0.433348,0.511805,0.442496,0.559439,0.715779,0.620262,0.537047,0.348763,0.358182
1925,383,0.56233,0.51497,0.446881,0.421105,0.555497,0.711924,0.624911,0.659215,0.929296,0.677661,0.526497,0.490307,0.701199,0.531749,0.406206,0.617311,0.492151,0.478271,0.432235,0.45318,0.752059,0.711544,0.5826,0.568698,0.596091,0.522059,0.438554,0.501265,0.50894,0.433881,0.475528,0.587987,0.638198,0.569425,0.621665,0.694157,0.569559,0.426256,0.596463,0.563939,0.677478,0.503849,0.443969,0.456075,0.460492,0.460337,0.577774,0.681828,0.631041,0.555902,0.345395,0.355582
1926,450,0.56572,0.477278,0.435519,0.434924,0.549247,0.69638,0.631699,0.725044,0.938839,0.716512,0.533691,0.551322,0.715811,0.588983,0.422053,0.618539,0.522222,0.487317,0.448931,0.473946,0.746515,0.731003,0.605329,0.592106,0.601869,0.531004,0.480221,0.502816,0.56101,0.435721,0.513972,0.611723,0.682234,0.606076,0.605457,0.724852,0.52791,0.413809,0.631294,0.598868,0.720707,0.512452,0.440628,0.46986,0.510493,0.450537,0.658516,0.719271,0.631946,0.591188,0.33916,0.360556
1927,237,0.510074,0.447667,0.366671,0.38351,0.484037,0.585241,0.50869,0.564214,0.904237,0.601131,0.482273,0.453576,0.618829,0.463919,0.352438,0.564849,0.390504,0.419053,0.361233,0.396622,0.661782,0.610959,0.539111,0.518895,0.505138,0.431481,0.370929,0.397018,0.449469,0.353293,0.42291,0.471213,0.578295,0.494616,0.520011,0.615567,0.471527,0.398455,0.545558,0.461273,0.590644,0.431146,0.406431,0.40217,0.417061,0.395439,0.484929,0.649025,0.591108,0.509063,0.341097,0.314722
1928,255,0.503697,0.42598,0.36817,0.396662,0.479293,0.603748,0.518349,0.553908,0.914326,0.599707,0.486741,0.476099,0.609122,0.455423,0.338054,0.585662,0.397336,0.407713,0.36303,0.401218,0.664565,0.615893,0.558243,0.511821,0.505682,0.436401,0.383388,0.408504,0.461897,0.373495,0.434106,0.486288,0.615508,0.515569,0.518474,0.626602,0.481396,0.38301,0.541294,0.482934,0.611016,0.445074,0.409406,0.391936,0.407902,0.37252999999999997,0.513597,0.636002,0.570798,0.511439,0.321921,0.303677
1929,311,0.553943,0.468134,0.444675,0.401192,0.538118,0.679911,0.603063,0.649978,0.913972,0.669276,0.489489,0.474187,0.750759,0.530021,0.43663,0.574396,0.459912,0.485625,0.446776,0.483258,0.700861,0.662545,0.548656,0.547287,0.57796,0.469788,0.469897,0.445093,0.560858,0.403368,0.437638,0.553859,0.614057,0.559634,0.51975,0.663277,0.493146,0.396834,0.636821,0.529779,0.645576,0.486789,0.422781,0.466515,0.487075,0.423184,0.57451700000000006,0.68352,0.607753,0.523914,0.352912,0.314668
1930,295,0.539268,0.446196,0.397899,0.415552,0.552007,0.611418,0.565255,0.656922,0.912402,0.612131,0.48437,0.490791,0.665433,0.515766,0.374325,0.546528,0.428534,0.412762,0.3959,0.498286,0.693053,0.664641,0.576628,0.494474,0.514892,0.443824,0.384688,0.475498,0.510326,0.336252,0.429215,0.548985,0.607335,0.52859,0.516653,0.6706,0.469961,0.369275,0.612722,0.520876,0.61833,0.442176,0.39419,0.425606,0.477951,0.406871,0.535715,0.701,0.627977,0.528456,0.345515,0.288454
1931,311,0.536756,0.43351,0.383372,0.413839,0.544084,0.62132,0.582414,0.64578,0.913476,0.605982,0.481314,0.489462,0.675674,0.510894,0.366423,0.582792,0.42714800000000003,0.393347,0.393705,0.47658,0.69683,0.656222,0.547922,0.510824,0.51204,0.462059,0.410117,0.463888,0.537269,0.340238,0.413121,0.55965,0.597904,0.522356,0.538114,0.663459,0.475644,0.364367,0.612116,0.52569,0.63564,0.428918,0.404714,0.420381,0.466972,0.389382,0.533873,0.665202,0.620928,0.523801,0.31637,0.302387
1932,457,0.590194,0.513247,0.486031,0.469767,0.525422,0.714581,0.635415,0.651031,0.939338,0.703604,0.575391,0.567437,0.718831,0.523239,0.467045,0.630264,0.464848,0.515212,0.490639,0.476678,0.716464,0.698596,0.616781,0.571871,0.612145,0.50577,0.510119,0.446896,0.531746,0.451331,0.479079,0.605922,0.68139,0.632774,0.548969,0.683843,0.528718,0.466136,0.605445,0.568931,0.710811,0.522857,0.492044,0.506594,0.523828,0.474519,0.627369,0.720602,0.620042,0.600326,0.424871,0.348614
1933,256,0.523805,0.402957,0.394088,0.404631,0.539234,0.627464,0.537984,0.632977,0.899947,0.60419,0.498711,0.481879,0.646269,0.488692,0.340613,0.565926,0.434733,0.399993,0.372509,0.44092,0.68542,0.624878,0.559127,0.523663,0.511916,0.433591,0.387931,0.43939,0.492051,0.345507,0.430702,0.49659,0.602784,0.508846,0.524929,0.620732,0.465169,0.357991,0.607736,0.496514,0.61298,0.43055,0.377913,0.379906,0.464543,0.369607,0.517375,0.659397,0.615592,0.461256,0.330581,0.309374
1934,354,0.548773,0.455197,0.410662,0.429921,0.514654,0.667374,0.616236,0.646591,0.920195,0.652199,0.496588,0.532196,0.723955,0.51185,0.404299,0.608495,0.480906,0.497004,0.435542,0.412529,0.687697,0.670814,0.591294,0.568798,0.575432,0.447508,0.48087,0.445598,0.565546,0.394283,0.446356,0.556451,0.637941,0.556172,0.553394,0.623018,0.50585,0.425365,0.608963,0.589402,0.682976,0.530074,0.494889,0.442033,0.494434,0.438249,0.575894,0.669753,0.585642,0.569344,0.36065,0.338134
1935,369,0.562403,0.482219,0.417764,0.427896,0.543209,0.638073,0.547783,0.628302,0.915893,0.63691,0.506187,0.50647,0.64844,0.510219,0.373201,0.584341,0.445131,0.429527,0.401232,0.435964,0.704781,0.655926,0.577302,0.537019,0.535214,0.502127,0.444203,0.436566,0.49215,0.385692,0.439843,0.530261,0.620874,0.550592,0.548563,0.63488,0.497504,0.392182,0.583524,0.498615,0.629063,0.415899,0.392962,0.413943,0.508329,0.457716,0.554504,0.66645,0.609704,0.526261,0.347765,0.305834
1936,331,0.547121,0.463736,0.411298,0.430219,0.521479,0.632567,0.567484,0.562514,0.897857,0.61203,0.502884,0.505349,0.676092,0.490015,0.420098,0.581997,0.415456,0.426134,0.389471,0.41452,0.673045,0.676459,0.588383,0.558455,0.539632,0.458058,0.390699,0.450593,0.477441,0.39754,0.432587,0.481164,0.621853,0.51719,0.543298,0.62704,0.475896,0.378534,0.578263,0.538585,0.63721,0.400904,0.386793,0.429586,0.438808,0.438442,0.523355,0.650446,0.609769,0.559474,0.345363,0.285691
1937,279,0.535837,0.459078,0.435326,0.413984,0.512683,0.605198,0.595965,0.632056,0.928621,0.630649,0.48567,0.467184,0.676352,0.435545,0.412883,0.578927,0.430191,0.439593,0.439074,0.457276,0.686702,0.67198,0.547052,0.507488,0.55623,0.432656,0.458975,0.428737,0.525257,0.365636,0.42418,0.548607,0.645558,0.536219,0.489603,0.64568,0.498751,0.427752,0.594994,0.484903,0.634498,0.456829,0.388852,0.43285,0.448123,0.38645,0.522332,0.660661,0.614494,0.55694,0.334297,0.29798
1938,281,0.535045,0.41939,0.425051,0.416599,0.49737,0.607984,0.597372,0.61869,0.920102,0.619692,0.495367,0.495169,0.647154,0.453209,0.398972,0.590308,0.44052,0.431498,0.424223,0.428726,0.686283,0.670664,0.543954,0.504105,0.543685,0.415348,0.426724,0.407356,0.527485,0.38487,0.445452,0.548467,0.625025,0.49086,0.480677,0.631209,0.52012,0.413377,0.578421,0.467163,0.612992,0.461275,0.392274,0.447087,0.463942,0.365372,0.53066,0.65205,0.590395,0.550677,0.34856,0.312393
1939,243,0.498626,0.433916,0.325379,0.370503,0.475671,0.592288,0.527874,0.592749,0.908722,0.613584,0.455722,0.467996,0.621587,0.488041,0.347076,0.535304,0.440457,0.403306,0.347235,0.378898,0.636505,0.649463,0.580391,0.496615,0.508878,0.447217,0.402572,0.380941,0.472553,0.343844,0.392413,0.499155,0.590258,0.52415,0.496903,0.626967,0.435857,0.341245,0.547219,0.507248,0.667292,0.415149,0.412486,0.427803,0.435314,0.415,0.522125,0.630874,0.589129,0.486392,0.285969,0.265189
1940,275,0.506209,0.409467,0.430969,0.375905,0.512298,0.634191,0.531991,0.563053,0.917378,0.625754,0.494048,0.495992,0.679997,0.4736,0.341659,0.569962,0.386872,0.396006,0.41624100000000003,0.417714,0.660414,0.653316,0.520728,0.503272,0.508924,0.421724,0.415116,0.397527,0.487093,0.379846,0.398466,0.489189,0.597264,0.491443,0.494289,0.625743,0.473649,0.408919,0.584723,0.521864,0.609187,0.450346,0.394043,0.385967,0.466858,0.373363,0.519115,0.645412,0.57809,0.529494,0.35243,0.298175
1941,350,0.554275,0.434615,0.416137,0.432854,0.52012100000000006,0.649078,0.587443,0.634911,0.919212,0.655412,0.514249,0.500661,0.695901,0.49742,0.415284,0.608938,0.445996,0.447287,0.436317,0.459079,0.663888,0.654609,0.547184,0.533996,0.555103,0.46217,0.457621,0.465284,0.518735,0.429673,0.454853,0.554611,0.599902,0.562602,0.545427,0.65203,0.493009,0.365974,0.595445,0.53024,0.697667,0.43541,0.422744,0.434268,0.481556,0.450849,0.51715,0.636523,0.639951,0.511953,0.370361,0.344357
1942,412,0.577973,0.476021,0.435306,0.485132,0.525568,0.655987,0.623635,0.673611,0.927953,0.671447,0.537981,0.529041,0.721789,0.527315,0.440918,0.631669,0.489913,0.483621,0.449688,0.464284,0.694763,0.683868,0.577511,0.57540500000000006,0.588866,0.492238,0.488604,0.472051,0.545509,0.439597,0.49597,0.597604,0.640521,0.571953,0.54668,0.673149,0.53562,0.39881,0.627922,0.577912,0.728177,0.471661,0.4684,0.441602,0.522018,0.469077,0.579185,0.649815,0.656965,0.53675,0.388701,0.378802
1943,278,0.52798,0.456519,0.414523,0.359057,0.487597,0.655896,0.584609,0.613302,0.916979,0.63321,0.47301,0.449776,0.665978,0.442993,0.395343,0.581876,0.445861,0.42689,0.368994,0.376566,0.690848,0.682387,0.571388,0.499818,0.522215,0.438928,0.433938,0.400094,0.518855,0.376473,0.439192,0.551061,0.636459,0.535528,0.54225,0.704381,0.44797,0.362775,0.615898,0.5245,0.614751,0.438682,0.397206,0.389433,0.464868,0.399835,0.521041,0.660572,0.593186,0.510509,0.338133,0.298947
1944,310,0.515292,0.440751,0.480533,0.38898,0.468884,0.65982,0.617818,0.62415,0.922379,0.637757,0.494436,0.535316,0.66163,0.464559,0.344434,0.56319,0.457841,0.431177,0.38752,0.432692,0.702583,0.679364,0.587334,0.512783,0.513499,0.453009,0.458191,0.39789,0.538744,0.376883,0.464334,0.554045,0.635866,0.535689,0.533896,0.694628,0.455449,0.396482,0.597666,0.518187,0.677999,0.475872,0.430808,0.400766,0.446083,0.43335,0.576487,0.692176,0.587484,0.514061,0.317062,0.282897
1945,218,0.509231,0.373547,0.379819,0.351052,0.506508,0.611432,0.523981,0.603709,0.903497,0.609354,0.464422,0.453573,0.63485,0.449106,0.318744,0.541908,0.402588,0.362374,0.375506,0.409824,0.641384,0.588781,0.498879,0.472675,0.48799,0.429216,0.321541,0.379784,0.461919,0.331028,0.397446,0.496973,0.587322,0.495628,0.462205,0.600881,0.401296,0.35946,0.497934,0.49613,0.614867,0.389288,0.366623,0.364825,0.452654,0.368033,0.521775,0.636755,0.546905,0.502086,0.257471,0.280286
1946,324,0.53557,0.480194,0.37718,0.382755,0.482492,0.62798,0.563502,0.627855,0.909458,0.611397,0.508989,0.519291,0.682423,0.509151,0.349804,0.589414,0.45147,0.452269,0.36877,0.464296,0.644489,0.66766,0.542378,0.537752,0.511295,0.407788,0.402266,0.453966,0.472232,0.433342,0.447809,0.572752,0.608572,0.54883,0.481096,0.629846,0.484633,0.405819,0.59674,0.502553,0.635165,0.450554,0.454119,0.429717,0.445653,0.427742,0.561799,0.652034,0.611162,0.538511,0.325412,0.297013
1947,295,0.52237,0.422996,0.406037,0.382016,0.53415,0.63495,0.563676,0.642073,0.911436,0.6628,0.490581,0.483201,0.666273,0.488048,0.382563,0.587582,0.436461,0.410561,0.408507,0.429485,0.709478,0.613626,0.551267,0.558123,0.529535,0.442988,0.370277,0.394082,0.522184,0.337879,0.444539,0.533439,0.577581,0.528503,0.531828,0.619916,0.45868,0.378487,0.52598,0.526777,0.626121,0.45491,0.385194,0.373369,0.458184,0.388108,0.509766,0.663178,0.557018,0.496727,0.323221,0.31674
1948,227,0.531549,0.453899,0.351649,0.359015,0.466565,0.630139,0.554418,0.561482,0.918117,0.604978,0.463825,0.451662,0.642402,0.45797,0.357728,0.518605,0.408282,0.452818,0.356667,0.382543,0.640012,0.661865,0.520216,0.474708,0.489768,0.407177,0.390238,0.441238,0.442291,0.366506,0.403579,0.501646,0.625952,0.528357,0.499687,0.593691,0.475932,0.371838,0.590068,0.482926,0.641536,0.414345,0.408348,0.368489,0.438527,0.403772,0.547552,0.635419,0.561707,0.52523,0.303943,0.277556
1949,280,0.538582,0.461611,0.407307,0.398836,0.489148,0.597163,0.532485,0.597203,0.920859,0.651296,0.486353,0.512476,0.673751,0.491999,0.358382,0.585301,0.414486,0.419685,0.4084,0.405465,0.701319,0.613597,0.556116,0.541296,0.545139,0.474152,0.448085,0.439903,0.494101,0.349914,0.444463,0.490567,0.579092,0.493775,0.479144,0.630055,0.431894,0.360895,0.580297,0.517956,0.614534,0.448823,0.394001,0.368952,0.489971,0.404738,0.509764,0.656713,0.619579,0.5148,0.333369,0.29732
1950,334,0.542182,0.452142,0.418351,0.379269,0.510089,0.630504,0.5664,0.630394,0.923389,0.673063,0.521326,0.48866,0.683907,0.428618,0.368018,0.582483,0.437012,0.448496,0.424231,0.417529,0.682151,0.659138,0.57556,0.553345,0.525852,0.38832,0.437193,0.457106,0.501079,0.373089,0.491167,0.549565,0.637248,0.535604,0.506403,0.619194,0.466696,0.398911,0.582558,0.558762,0.677652,0.444445,0.408077,0.414607,0.453992,0.39352,0.530374,0.685796,0.603302,0.561199,0.356047,0.280889
