draw,ev,natl,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1951,339,0.547195,0.461877,0.432997,0.416094,0.496719,0.630396,0.579797,0.633543,0.942279,0.65037,0.533202,0.535238,0.670316,0.495424,0.40552,0.587487,0.451456,0.478816,0.467652,0.485503,0.701005,0.688288,0.630873,0.563514,0.556399,0.471853,0.421784,0.473143,0.527002,0.413915,0.426681,0.561538,0.641106,0.58976,0.549348,0.691926,0.468037,0.405642,0.627979,0.59635,0.670298,0.487283,0.434291,0.452171,0.497507,0.399992,0.566602,0.663981,0.641708,0.572954,0.399842,0.336092
1952,340,0.561764,0.420408,0.446862,0.413792,0.533038,0.625837,0.590212,0.633291,0.922837,0.649133,0.529102,0.514859,0.648126,0.49111,0.386404,0.651113,0.4807,0.418478,0.400221,0.434513,0.710668,0.663703,0.552329,0.522643,0.495785,0.454789,0.413511,0.415062,0.507266,0.374387,0.43191,0.519484,0.660225,0.518733,0.556365,0.659354,0.498062,0.39262,0.582323,0.531183,0.669137,0.488942,0.420148,0.451414,0.481642,0.426078,0.545019,0.661272,0.605757,0.579043,0.339278,0.319388
1953,397,0.540023,0.503974,0.414581,0.419982,0.53147,0.696843,0.574807,0.646061,0.928308,0.660292,0.513927,0.512103,0.731847,0.50913,0.392407,0.542112,0.437326,0.499182,0.457638,0.445608,0.706141,0.683541,0.590532,0.554682,0.607118,0.460165,0.448871,0.455765,0.565437,0.39941,0.47423,0.590625,0.618253,0.582612,0.540283,0.693797,0.472071,0.422349,0.62963,0.569265,0.669019,0.471631,0.444115,0.421769,0.509189,0.412327,0.573641,0.713545,0.615654,0.500988,0.363605,0.342691
1954,388,0.559903,0.49793,0.429356,0.419392,0.520024,0.675195,0.572094,0.63681,0.918585,0.654054,0.532026,0.554805,0.679034,0.485728,0.377167,0.584009,0.454094,0.439119,0.439166,0.447186,0.697667,0.692558,0.611708,0.534642,0.530993,0.457803,0.456352,0.428838,0.525137,0.354322,0.476042,0.560789,0.645734,0.525389,0.52473,0.631465,0.483534,0.425546,0.604536,0.554453,0.645223,0.485814,0.438843,0.41569,0.515239,0.414991,0.51611,0.705618,0.574619,0.507116,0.399909,0.319847
1955,358,0.540145,0.414823,0.448775,0.446507,0.538372,0.680006,0.586256,0.62508300000000006,0.919875,0.634494,0.484846,0.512434,0.67744,0.490986,0.399335,0.607866,0.462815,0.432492,0.442041,0.430036,0.643773,0.683085,0.566697,0.529857,0.556282,0.472932,0.42679,0.413773,0.516011,0.389473,0.505734,0.567805,0.630096,0.558276,0.461551,0.615384,0.495058,0.421066,0.570861,0.564876,0.649291,0.444759,0.434496,0.471413,0.53531,0.399606,0.541595,0.685474,0.613516,0.519458,0.386234,0.310195
1956,269,0.521752,0.481787,0.382473,0.362775,0.438325,0.612297,0.545993,0.602049,0.911114,0.602149,0.496207,0.463531,0.662524,0.519211,0.316654,0.561033,0.431625,0.447564,0.415974,0.429073,0.699845,0.63964,0.539458,0.495183,0.501268,0.440605,0.37835800000000003,0.427269,0.499638,0.364181,0.395353,0.526213,0.613179,0.53181,0.528798,0.625882,0.464069,0.335733,0.573411,0.529055,0.625793,0.468389,0.433502,0.411648,0.416636,0.41188,0.542961,0.633827,0.55532,0.534524,0.297405,0.295272
1957,387,0.550187,0.519173,0.443911,0.416148,0.530925,0.684951,0.606432,0.612832,0.929775,0.621079,0.53394,0.551783,0.704655,0.490212,0.408792,0.634153,0.500504,0.493453,0.456193,0.493082,0.697609,0.678535,0.605633,0.556117,0.570992,0.489,0.438664,0.432091,0.529837,0.406255,0.50784,0.587846,0.684082,0.575582,0.568771,0.655791,0.510589,0.433172,0.624403,0.568847,0.668276,0.495983,0.483113,0.453146,0.49895,0.457147,0.577031,0.656011,0.60443499999999994,0.512902,0.36464,0.326277
1958,376,0.544423,0.501829,0.434168,0.415227,0.515919,0.677596,0.601468,0.608862,0.928594,0.61667,0.52808600000000006,0.549635,0.701573,0.486723,0.400139,0.62673,0.480891,0.490163,0.442707,0.467885,0.689317,0.662518,0.5959,0.553279,0.560892,0.475171,0.420822,0.426672,0.51985,0.406683,0.510263,0.569412,0.687283,0.560658,0.565712,0.644223,0.505103,0.426699,0.628515,0.551472,0.671309,0.482682,0.471927,0.446303,0.487756,0.451402,0.563797,0.650501,0.608506,0.502957,0.36702,0.323751
1959,327,0.535698,0.448648,0.418319,0.400339,0.52675,0.655833,0.59409,0.584107,0.914825,0.623623,0.497827,0.53402,0.656795,0.509219,0.351997,0.585079,0.441411,0.455568,0.428451,0.444252,0.705966,0.655234,0.554525,0.537852,0.541489,0.472902,0.385591,0.401372,0.547596,0.357196,0.448021,0.545976,0.63754,0.539389,0.542451,0.61006,0.483983,0.380187,0.607087,0.53165,0.626003,0.458528,0.425637,0.403965,0.489795,0.37993,0.555661,0.638182,0.592187,0.510071,0.347795,0.315844
1960,406,0.558715,0.458898,0.474698,0.433269,0.542645,0.666142,0.575412,0.622086,0.903412,0.658605,0.523991,0.504686,0.669547,0.493858,0.367072,0.622099,0.412294,0.422692,0.441447,0.447238,0.719433,0.652289,0.586595,0.556683,0.561487,0.434137,0.437867,0.443594,0.515754,0.39271,0.471216,0.598572,0.632076,0.580217,0.556274,0.624139,0.500213,0.452936,0.610445,0.538503,0.634515,0.449166,0.443766,0.38987,0.552244,0.407488,0.575091,0.675091,0.593106,0.535531,0.381891,0.350671
1961,352,0.541134,0.490311,0.442949,0.447158,0.511758,0.667377,0.553254,0.572152,0.904798,0.641167,0.513807,0.468551,0.676881,0.438951,0.329874,0.612018,0.399249,0.389988,0.422343,0.464646,0.696121,0.626705,0.542429,0.528629,0.561113,0.428678,0.416865,0.421141,0.509836,0.38705,0.448713,0.546381,0.602894,0.52825,0.54968,0.62315,0.471708,0.407571,0.581515,0.495649,0.600118,0.458962,0.385701,0.402135,0.53859,0.394335,0.557676,0.64779,0.581959,0.512455,0.359461,0.336889
1962,415,0.558675,0.533607,0.444241,0.459689,0.566017,0.687155,0.547067,0.629892,0.9295,0.685675,0.565784,0.56527,0.708477,0.54097,0.377629,0.633046,0.494262,0.483642,0.448108,0.488368,0.691512,0.708594,0.611276,0.579461,0.621776,0.486397,0.474762,0.464259,0.527544,0.422354,0.482226,0.632016,0.651069,0.540557,0.559975,0.691427,0.506613,0.457823,0.644868,0.585265,0.708071,0.492945,0.462036,0.493041,0.547431,0.433598,0.582333,0.730257,0.638754,0.566782,0.438175,0.365573
1963,359,0.548228,0.509388,0.415489,0.468925,0.536433,0.662625,0.563991,0.619184,0.92578,0.704817,0.585106,0.524308,0.714045,0.503847,0.387681,0.645822,0.485821,0.435144,0.440536,0.475583,0.68981,0.708967,0.607364,0.552636,0.583467,0.43144,0.441678,0.477943,0.518398,0.381868,0.470408,0.5692,0.612472,0.563457,0.552289,0.659537,0.480437,0.411,0.641125,0.57721,0.653722,0.480365,0.461841,0.451535,0.474531,0.417845,0.538734,0.718519,0.646224,0.516451,0.429856,0.342768
1964,323,0.518118,0.429413,0.405137,0.393126,0.509314,0.639094,0.546863,0.647658,0.911864,0.599612,0.458995,0.513057,0.677333,0.485741,0.377466,0.535885,0.432707,0.464831,0.391845,0.422378,0.688507,0.638164,0.56004,0.487255,0.53567,0.486254,0.442164,0.426843,0.518828,0.374482,0.379608,0.541297,0.629629,0.538233,0.538212,0.65188,0.47847,0.370599,0.572888,0.494068,0.624902,0.458064,0.397085,0.393928,0.503488,0.426544,0.52242,0.675436,0.573067,0.530573,0.322149,0.342569
1965,265,0.533117,0.372543,0.347243,0.370815,0.505766,0.639509,0.520364,0.612124,0.898059,0.61064,0.447217,0.458601,0.636301,0.437473,0.358669,0.588518,0.418998,0.405686,0.34941,0.368877,0.645519,0.640265,0.518088,0.502543,0.506429,0.406004,0.383457,0.456523,0.465809,0.331313,0.413917,0.484086,0.541849,0.492211,0.464777,0.651598,0.397891,0.345944,0.560228,0.520804,0.60492,0.41871,0.384592,0.354385,0.479127,0.353979,0.505823,0.647831,0.574437,0.477653,0.324799,0.289819
1966,374,0.554796,0.472204,0.452323,0.463092,0.525958,0.665629,0.601923,0.614432,0.917741,0.662587,0.54938,0.512302,0.733029,0.505782,0.395356,0.609921,0.469505,0.469121,0.426577,0.433157,0.666723,0.686645,0.594924,0.532645,0.573211,0.485317,0.474288,0.450743,0.505091,0.366315,0.451451,0.560128,0.62972,0.581566,0.554286,0.68234,0.504986,0.412723,0.636421,0.558654,0.661867,0.477889,0.432407,0.407969,0.490255,0.389062,0.549834,0.680079,0.584342,0.529925,0.364514,0.394191
1967,374,0.557491,0.482797,0.453927,0.463885,0.534322,0.676499,0.606151,0.631186,0.923823,0.672752,0.556849,0.515511,0.732791,0.51867,0.40262,0.611076,0.485237,0.475206,0.428493,0.431078,0.667751,0.691843,0.605822,0.538985,0.57091,0.489241,0.471683,0.468758,0.504174,0.379039,0.457213,0.555961,0.645425,0.585478,0.560988,0.675783,0.502217,0.40482,0.650318,0.565518,0.651836,0.479013,0.435913,0.417283,0.491529,0.394515,0.558033,0.695301,0.596927,0.538076,0.367568,0.385611
1968,242,0.524515,0.423992,0.436878,0.41013,0.435812,0.633066,0.528217,0.59061,0.911939,0.584676,0.477892,0.480209,0.652999,0.463111,0.335131,0.583897,0.401862,0.439634,0.380245,0.425121,0.67676,0.642221,0.521743,0.481222,0.547029,0.416239,0.422227,0.400835,0.482012,0.381587,0.375796,0.539178,0.605432,0.487924,0.480302,0.620879,0.425504,0.388477,0.560029,0.519642,0.607963,0.475601,0.420678,0.348634,0.439466,0.418143,0.543639,0.642012,0.592691,0.492398,0.325534,0.295562
1969,208,0.522208,0.376171,0.366511,0.368167,0.514108,0.620618,0.50948,0.601182,0.895979,0.601024,0.457032,0.445959,0.626118,0.484075,0.335193,0.496671,0.374736,0.421773,0.414942,0.387665,0.644374,0.643902,0.529089,0.473877,0.497617,0.423878,0.374876,0.401196,0.485446,0.357132,0.414204,0.547095,0.592956,0.522979,0.490505,0.605538,0.439362,0.353233,0.529138,0.497044,0.623227,0.408899,0.378171,0.387702,0.439823,0.310774,0.504315,0.669085,0.529139,0.494331,0.350732,0.301543
1970,339,0.552566,0.480405,0.43704,0.465764,0.499476,0.678494,0.583241,0.648139,0.936346,0.673599,0.545978,0.520664,0.685987,0.48018,0.427278,0.643573,0.475095,0.427119,0.400382,0.468805,0.690304,0.648269,0.578524,0.555699,0.544829,0.470928,0.428017,0.410605,0.578253,0.399719,0.439455,0.547771,0.636635,0.525515,0.519107,0.645748,0.476668,0.41977,0.604853,0.527844,0.665571,0.488375,0.429855,0.422808,0.462669,0.432324,0.570333,0.64036,0.617657,0.59595,0.356154,0.318404
1971,397,0.563783,0.474267,0.430319,0.385946,0.577347,0.697222,0.607006,0.663209,0.916881,0.687047,0.495898,0.543101,0.713508,0.569171,0.402185,0.589793,0.471129,0.52702,0.475596,0.462258,0.721575,0.710513,0.597973,0.576021,0.59487,0.492831,0.491975,0.504435,0.519642,0.424294,0.503001,0.606842,0.655511,0.604968,0.599276,0.659434,0.552841,0.417402,0.6044,0.552251,0.688448,0.49263,0.494114,0.45124,0.542351,0.439966,0.59815,0.73504100000000006,0.63603,0.560345,0.397109,0.346632
1972,390,0.55989,0.465077,0.423576,0.42282,0.550536,0.669088,0.584549,0.659971,0.918764,0.695771,0.508244,0.542777,0.708036,0.542486,0.435924,0.614164,0.465006,0.503458,0.410382,0.452911,0.718129,0.691195,0.612491,0.589984,0.581451,0.506924,0.480659,0.465661,0.512513,0.447156,0.493942,0.57776,0.635123,0.544737,0.587629,0.685043,0.545562,0.417228,0.58307,0.567294,0.689029,0.496091,0.454719,0.435246,0.493775,0.426791,0.595976,0.68977,0.624837,0.561932,0.390316,0.357693
1973,271,0.544245,0.445629,0.388866,0.418,0.475731,0.62539,0.564896,0.565547,0.91497,0.608233,0.533736,0.483414,0.651241,0.470966,0.328738,0.563106,0.436075,0.404627,0.416025,0.489744,0.686175,0.64227,0.555838,0.487073,0.531707,0.397425,0.400288,0.39763,0.520898,0.329172,0.380255,0.550041,0.626577,0.52981,0.476101,0.592558,0.428489,0.377879,0.602817,0.496153,0.663936,0.460882,0.401329,0.402265,0.477173,0.427013,0.530979,0.677286,0.580616,0.485757,0.276153,0.284258
1974,308,0.514769,0.435394,0.404758,0.377315,0.529173,0.633414,0.557067,0.628696,0.913406,0.656384,0.460476,0.49478,0.682302,0.457489,0.404915,0.594405,0.421482,0.454432,0.390261,0.400748,0.657993,0.641544,0.552446,0.558884,0.521468,0.489601,0.403215,0.485004,0.487377,0.437962,0.453331,0.529543,0.578294,0.548821,0.552921,0.657424,0.523199,0.384572,0.5615,0.531727,0.615356,0.457747,0.412038,0.445019,0.44481,0.390562,0.579484,0.665556,0.615562,0.551337,0.344642,0.32883
1975,245,0.500325,0.427638,0.367221,0.33784,0.453496,0.612924,0.533864,0.59216,0.899502,0.603504,0.45178,0.44171,0.660938,0.472445,0.368036,0.569208,0.404109,0.400076,0.392594,0.417059,0.642774,0.645029,0.517186,0.500018,0.50688,0.425246,0.339145,0.390692,0.476953,0.329647,0.376941,0.521533,0.566642,0.494377,0.466433,0.633007,0.457901,0.385402,0.570751,0.501126,0.612677,0.395994,0.348931,0.400962,0.459704,0.371486,0.496518,0.641656,0.576057,0.464913,0.304097,0.287255
1976,359,0.551579,0.483531,0.453185,0.404568,0.587388,0.686559,0.583417,0.624859,0.932167,0.639454,0.484865,0.549479,0.698418,0.492648,0.390084,0.583696,0.480119,0.426733,0.422234,0.457048,0.706033,0.676028,0.569723,0.552989,0.592834,0.486221,0.49137,0.472699,0.515816,0.451053,0.470175,0.585779,0.642038,0.554882,0.564679,0.705885,0.486469,0.410731,0.609704,0.550342,0.689385,0.472237,0.405811,0.402299,0.50281,0.397659,0.590832,0.683328,0.658772,0.546814,0.39825,0.34719
1977,382,0.527609,0.41807,0.41286,0.436163,0.511671,0.627608,0.56466,0.608519,0.919637,0.635443,0.502306,0.508119,0.653415,0.471076,0.419931,0.581507,0.41666,0.43647,0.390714,0.48306,0.697664,0.65976,0.545618,0.508605,0.541819,0.452942,0.436695,0.437399,0.512399,0.373933,0.439952,0.532423,0.629399,0.557414,0.499307,0.645917,0.466942,0.397174,0.5789,0.551099,0.660099,0.453291,0.393704,0.386822,0.503429,0.40195,0.578612,0.694757,0.631181,0.562636,0.366363,0.283972
1978,374,0.55671,0.480743,0.443639,0.394053,0.544533,0.698637,0.589273,0.65332,0.926783,0.666148,0.544697,0.523022,0.725252,0.524121,0.360761,0.599101,0.470653,0.43918,0.448323,0.415686,0.682135,0.679528,0.59901,0.558466,0.553669,0.469575,0.416682,0.48811,0.542426,0.405453,0.455406,0.60048,0.632576,0.536145,0.557656,0.677125,0.5058,0.398816,0.626527,0.512166,0.660128,0.481232,0.475634,0.422469,0.468443,0.441651,0.537555,0.679558,0.623221,0.518866,0.342932,0.364799
1979,366,0.550718,0.462328,0.435611,0.413032,0.499455,0.665729,0.559398,0.620872,0.923738,0.642672,0.492444,0.520633,0.656555,0.472986,0.389463,0.605059,0.458317,0.479698,0.440408,0.469,0.701756,0.670713,0.536462,0.559008,0.561344,0.439223,0.45154300000000003,0.455938,0.525234,0.357961,0.448487,0.566734,0.642789,0.521644,0.525772,0.673024,0.520051,0.423089,0.603923,0.540167,0.669622,0.499724,0.460059,0.387675,0.510529,0.372291,0.582309,0.701982,0.590806,0.604182,0.360802,0.30236
1980,283,0.531258,0.454028,0.393605,0.390173,0.50523,0.599679,0.580845,0.599059,0.915409,0.630646,0.49864000000000003,0.46924,0.662419,0.52605,0.389344,0.574567,0.41854,0.425566,0.408041,0.395283,0.66132,0.697953,0.550469,0.506438,0.517813,0.453998,0.388489,0.406817,0.479538,0.365624,0.427548,0.538433,0.607202,0.543803,0.512728,0.627596,0.432043,0.343715,0.546515,0.515822,0.61021,0.425996,0.375706,0.411282,0.431064,0.392928,0.499585,0.646433,0.611498,0.506983,0.341477,0.348657
1981,329,0.541383,0.443609,0.393781,0.365615,0.509178,0.601096,0.580595,0.604371,0.922866,0.682793,0.456371,0.485236,0.647257,0.518583,0.353452,0.586422,0.390257,0.420541,0.404882,0.416912,0.676682,0.674767,0.557063,0.538125,0.575065,0.479193,0.428493,0.393274,0.506742,0.397465,0.422555,0.537746,0.610694,0.50325,0.502522,0.672354,0.528675,0.436651,0.571674,0.511982,0.623161,0.419305,0.443359,0.414836,0.420263,0.390529,0.533634,0.675426,0.611598,0.567363,0.355708,0.27048
1982,282,0.529596,0.431229,0.449915,0.426454,0.487242,0.626242,0.571051,0.631396,0.894331,0.609354,0.526364,0.49935,0.674484,0.466436,0.378446,0.542843,0.440679,0.437844,0.422277,0.462842,0.684081,0.643915,0.565037,0.529438,0.4787,0.449669,0.43757,0.444391,0.49423,0.400363,0.476052,0.599014,0.595646,0.510837,0.492086,0.593691,0.418556,0.36055,0.542428,0.531641,0.664556,0.460617,0.41979,0.399093,0.486437,0.403092,0.578717,0.641351,0.622887,0.497612,0.346909,0.304654
1983,415,0.578798,0.504667,0.40959,0.411066,0.581347,0.697553,0.591257,0.650101,0.943734,0.686392,0.520434,0.532118,0.706217,0.559801,0.411676,0.651903,0.476405,0.476269,0.438704,0.455162,0.705204,0.698362,0.589719,0.558372,0.608916,0.482692,0.449557,0.464977,0.554317,0.386508,0.444496,0.535762,0.66983,0.615542,0.5776,0.702222,0.574098,0.436288,0.659785,0.550124,0.664296,0.482709,0.451052,0.490114,0.508801,0.461073,0.539581,0.720936,0.625583,0.585637,0.367304,0.369666
1984,374,0.570089,0.480183,0.388982,0.409496,0.56895,0.681485,0.584682,0.626099,0.937194,0.683545,0.522295,0.528252,0.692965,0.524936,0.397839,0.64902,0.467429,0.450542,0.417495,0.436407,0.710961,0.691,0.578618,0.537611,0.565936,0.456904,0.421291,0.444206,0.530804,0.372353,0.434879,0.511002,0.644761,0.598297,0.55404,0.699075,0.533914,0.41321600000000003,0.640325,0.545969,0.631358,0.469946,0.431884,0.459616,0.486191,0.414256,0.540934,0.704065,0.619425,0.550935,0.360383,0.354162
1985,296,0.553826,0.47397,0.426298,0.397365,0.507365,0.633603,0.571291,0.625457,0.90845,0.586639,0.481204,0.495534,0.694251,0.493625,0.377153,0.553134,0.454355,0.518384,0.381009,0.461114,0.686857,0.661175,0.524026,0.516704,0.582501,0.451221,0.421731,0.472787,0.479895,0.374082,0.474874,0.546035,0.591528,0.563008,0.530383,0.634848,0.479954,0.405851,0.562532,0.541521,0.646286,0.494088,0.420306,0.455012,0.472122,0.430443,0.564888,0.644125,0.603863,0.533659,0.342241,0.333774
1986,434,0.565703,0.504505,0.438918,0.462449,0.585998,0.656979,0.612485,0.644778,0.934125,0.677645,0.533395,0.540768,0.734753,0.522939,0.4298,0.629945,0.467879,0.464592,0.438159,0.44277,0.720934,0.707738,0.602026,0.559666,0.567704,0.505287,0.476996,0.461452,0.548113,0.41979,0.442337,0.599903,0.675173,0.538217,0.570707,0.669317,0.520612,0.430713,0.679341,0.561637,0.671397,0.520265,0.47347,0.437022,0.50887,0.456803,0.596807,0.713893,0.651438,0.575337,0.392681,0.321897
1987,423,0.57763,0.485687,0.448991,0.419412,0.512414,0.68727799999999994,0.608444,0.684836,0.92943,0.668122,0.525041,0.530406,0.6814,0.52061,0.393322,0.606203,0.477046,0.513925,0.458933,0.498159,0.725513,0.681171,0.611029,0.571156,0.565123,0.490193,0.450509,0.481025,0.547118,0.384246,0.503692,0.550323,0.614914,0.581781,0.570501,0.675699,0.515177,0.40759,0.579319,0.567946,0.698466,0.48766,0.439876,0.436754,0.506688,0.454158,0.578391,0.699886,0.626189,0.587533,0.375612,0.354416
1988,340,0.54243,0.424439,0.421189,0.410122,0.544358,0.644799,0.575226,0.559953,0.90911,0.622066,0.509501,0.507646,0.692994,0.474222,0.385074,0.566168,0.39347,0.396115,0.392717,0.407236,0.664875,0.663704,0.529944,0.506306,0.51892,0.409709,0.415305,0.424444,0.51236,0.381514,0.422695,0.548869,0.639541,0.528603,0.51812,0.631972,0.459565,0.381775,0.620013,0.508042,0.625252,0.469233,0.388304,0.403089,0.439984,0.407131,0.570292,0.650514,0.606194,0.499302,0.349189,0.316861
1989,421,0.533336,0.457005,0.427438,0.40448,0.521354,0.653188,0.612822,0.657634,0.922166,0.645766,0.545435,0.533437,0.704563,0.517882,0.385448,0.619085,0.476508,0.473566,0.424852,0.463557,0.676048,0.659183,0.596825,0.59250100000000006,0.579337,0.46326,0.448338,0.456777,0.53942,0.402216,0.468303,0.548757,0.646573,0.564513,0.545643,0.679971,0.532982,0.421693,0.588801,0.559891,0.661351,0.527457,0.434617,0.441441,0.53683,0.41739,0.57881,0.673397,0.643625,0.58916,0.38442,0.344072
1990,295,0.533704,0.42256,0.385744,0.40978,0.499925,0.622367,0.549231,0.602844,0.911403,0.632304,0.449702,0.515807,0.689543,0.496314,0.337826,0.569922,0.439883,0.448793,0.406397,0.415556,0.675347,0.669648,0.553411,0.50817,0.549443,0.437492,0.412779,0.435887,0.497605,0.376755,0.462725,0.563539,0.625296,0.509175,0.547378,0.612373,0.472614,0.352876,0.591826,0.534826,0.610471,0.435453,0.412506,0.370362,0.47933,0.394656,0.546862,0.638471,0.548161,0.500867,0.374062,0.302019
1991,431,0.567844,0.429791,0.469561,0.492946,0.553363,0.69601,0.629149,0.670097,0.939894,0.716312,0.530292,0.550356,0.709301,0.574878,0.386923,0.636403,0.503675,0.456002,0.439709,0.501637,0.738082,0.692134,0.610483,0.586021,0.618591,0.476966,0.489628,0.48439,0.554836,0.460327,0.498797,0.625871,0.680859,0.600082,0.588214,0.722511,0.563281,0.467845,0.660149,0.577719,0.693916,0.498689,0.490814,0.435075,0.508147,0.488329,0.5876,0.720733,0.681748,0.577358,0.385372,0.35356
1992,409,0.564577,0.506799,0.454279,0.426811,0.548211,0.670227,0.592183,0.637986,0.931296,0.655242,0.513159,0.555552,0.727104,0.493336,0.423967,0.612079,0.444018,0.497177,0.43544,0.462725,0.705062,0.69235,0.592265,0.5511,0.556451,0.478623,0.464313,0.479194,0.56622,0.398176,0.482207,0.561894,0.643665,0.56994,0.572479,0.705281,0.504746,0.364229,0.591248,0.573397,0.676395,0.468914,0.416017,0.474903,0.543691,0.427751,0.558578,0.705244,0.624109,0.563777,0.397414,0.369735
1993,400,0.548473,0.483347,0.438539,0.42967,0.567438,0.700755,0.619512,0.620173,0.930837,0.609313,0.516494,0.541279,0.736063,0.523228,0.382579,0.63943,0.494689,0.505413,0.426948,0.473564,0.707053,0.677349,0.552553,0.57652,0.570254,0.475281,0.486363,0.480995,0.565362,0.39316,0.461544,0.577016,0.627429,0.573233,0.5555,0.673077,0.455386,0.366536,0.622502,0.580621,0.654692,0.482882,0.41308,0.466913,0.540711,0.436046,0.552742,0.685685,0.645247,0.572252,0.371752,0.370785
